▶ skipping venv without pytest: /c/Users/given/hermes-audit/hermes-agent/.venv
▶ running per-file parallel test suite via run_tests_parallel.py
  (TZ=UTC LANG=C.UTF-8 PYTHONHASHSEED=0; clean env)
▶ pre-compiling bytecode cache
▶ launching test runner
Discovered 3152 test files (~31960 tests) under ['tests']; running with -j 32
[  0.0% |     3/~31960 | ✓3 | ✗0] ✓ tests\acp\test_auth.py (3✓, 12.9s)
[ 21.5% |  6877/~31960 | ✓7736 | ✗  27] ✓ tests\gateway\test_cancel_background_drain.py (3✓, 14.8s)
[ 21.5% |  6879/~31960 | ✓7738 | ✗  27] ✓ tests\gateway\test_cached_agent_max_iterations.py (2✓, 15.1s)
[ 21.6% |  6902/~31960 | ✓7761 | ✗  27] ✓ tests\gateway\test_buzz_adapter.py (23✓, 16.7s)
[ 21.6% |  6904/~31960 | ✓7763 | ✗  27] ✓ tests\gateway\test_cgroup_cleanup.py (2✓, 14.1s)
[ 21.6% |  6905/~31960 | ✓7764 | ✗  27] ✓ tests\gateway\test_channel_directory_connected_only.py (1✓, 14.1s)
[ 21.6% |  6908/~31960 | ✓7767 | ✗  27] ✓ tests\gateway\test_cached_agent_history_guard.py (3✓, 18.2s)
[ 21.6% |  6911/~31960 | ✓7770 | ✗  27] ✓ tests\gateway\test_channel_continuity_hint.py (3✓, 15.7s)
[ 21.6% |  6917/~31960 | ✓7776 | ✗  27] ✓ tests\gateway\test_channel_overrides.py (6✓, 15.8s)
[ 21.6% |  6919/~31960 | ✓7778 | ✗  27] ✓ tests\gateway\test_cjk_fts_config_bridge.py (2✓, 15.0s)
[ 21.7% |  6923/~31960 | ✓7782 | ✗  27] ✓ tests\gateway\test_choice_picker.py (4✓, 16.1s)
[ 21.7% |  6925/~31960 | ✓7784 | ✗  27] ✓ tests\gateway\test_clarify_active_session_bypass.py (2✓, 14.9s)
[ 21.7% |  6946/~31960 | ✓7805 | ✗  27] ✓ tests\gateway\test_background_process_notifications.py (21✓, 33.1s)
[ 21.8% |  6967/~31960 | ✓7826 | ✗  27] ✓ tests\gateway\test_channel_directory.py (21✓, 20.2s)
[ 21.8% |  6973/~31960 | ✓7832 | ✗  27] ✓ tests\gateway\test_clarify_thread_followup_not_swallowed.py (6✓, 16.5s)
[ 21.9% |  6992/~31960 | ✓7851 | ✗  27] ✓ tests\gateway\test_code_fence_tracking.py (19✓, 16.2s)
[ 21.9% |  6993/~31960 | ✓7853 | ✗  27] ✓ tests\gateway\test_clarify_progress_leak.py (2✓, 20.7s)
[ 21.9% |  7014/~31960 | ✓7887 | ✗  27] ✓ tests\gateway\test_command_bypass_active_session.py (34✓, 18.8s)
[ 22.0% |  7016/~31960 | ✓7889 | ✗  27] ✓ tests\gateway\test_compress_preview.py (2✓, 16.1s)
[ 22.0% |  7017/~31960 | ✓7890 | ✗  27] ✓ tests\gateway\test_checkpoint_config.py (1✓, 25.4s)
[ 22.3% |  7126/~31960 | ✓7999 | ✗  27] ✓ tests\gateway\test_api_server.py (109✓, 61.0s)
[ 22.3% |  7136/~31960 | ✓8009 | ✗  27] ✓ tests\gateway\test_completion_session_boundary.py (10✓, 20.2s)
[ 22.3% |  7139/~31960 | ✓8012 | ✗  27] ✓ tests\gateway\test_compression_in_flight_check.py (3✓, 17.1s)
[ 22.3% |  7140/~31960 | ✓8013 | ✗  27] ✓ tests\gateway\test_compression_deferred_soft_result.py (1✓, 17.8s)
[ 22.3% |  7142/~31960 | ✓8015 | ✗  27] ✓ tests\gateway\test_compression_failure_session_sync.py (2✓, 17.9s)
[ 22.4% |  7147/~31960 | ✓8020 | ✗  27] ✓ tests\gateway\test_clean_shutdown_marker.py (5✓, 24.6s)
[ 22.4% |  7157/~31960 | ✓8029 | ✗  27] ✓ tests\gateway\test_complete_path_at_filter.py (9✓ 1s, 23.5s)
[ 22.4% |  7158/~31960 | ✓8030 | ✗  27] ✓ tests\gateway\test_compress_focus.py (1✓, 21.4s)
[ 22.4% |  7159/~31960 | ✓8031 | ✗  27] ✓ tests\gateway\test_compress_plugin_engine.py (1✓, 21.5s)
[ 22.4% |  7162/~31960 | ✓8034 | ✗  27] ✓ tests\gateway\test_compression_interrupt_demotion_56391.py (3✓, 18.8s)
[ 22.4% |  7164/~31960 | ✓8036 | ✗  27] ✓ tests\gateway\test_compression_session_id_persistence.py (2✓, 18.0s)
[ 22.4% |  7166/~31960 | ✓8038 | ✗  27] ✓ tests\gateway\test_context_ref_expansion_runtime.py (2✓, 16.5s)
[ 22.5% |  7178/~31960 | ✓8050 | ✗  27] ✓ tests\gateway\test_config_cwd_bridge.py (12✓, 17.8s)
[ 22.5% |  7186/~31960 | ✓8058 | ✗  27] ✓ tests\gateway\test_compress_command.py (8✓, 25.5s)
[ 22.5% |  7189/~31960 | ✓8061 | ✗  27] ✓ tests\gateway\test_conversation_scope_funnel.py (3✓, 16.0s)
[ 22.5% |  7192/~31960 | ✓8064 | ✗  27] ✓ tests\gateway\test_cron_active_work_drain.py (3✓, 16.5s)
[ 22.5% |  7196/~31960 | ✓8102 | ✗  27] ✓ tests\gateway\test_compression_progress_notices.py (38✓, 23.1s)
[ 22.6% |  7223/~31960 | ✓8129 | ✗  27] ✓ tests\gateway\test_completion_delivery.py (27✓, 30.2s)
[ 22.6% |  7236/~31960 | ✓8142 | ✗  27] ✓ tests\gateway\test_cron_drain_floor.py (13✓, 16.9s)
[ 22.6% |  7238/~31960 | ✓8144 | ✗  27] ✓ tests\gateway\test_cwd_placeholder.py (2✓, 13.4s)
[ 22.7% |  7239/~31960 | ✓8145 | ✗  27] ✓ tests\gateway\test_cron_shutdown_drain.py (1✓, 14.4s)
[ 22.7% |  7249/~31960 | ✓8155 | ✗  27] ✓ tests\gateway\test_cron_fire_webhook.py (10✓, 18.3s)
[ 22.7% |  7263/~31960 | ✓8208 | ✗  27] ✓ tests\gateway\test_config_driven_access_policy.py (53✓, 23.9s)
[ 22.7% |  7269/~31960 | ✓8218 | ✗  27] ✓ tests\gateway\test_dead_targets.py (10✓, 15.2s)
[ 22.7% |  7270/~31960 | ✓8219 | ✗  27] ✓ tests\gateway\test_debug_command.py (1✓, 15.0s)
[ 22.8% |  7276/~31960 | ✓8225 | ✗  27] ✓ tests\gateway\test_config_env_bridge_authority.py (6✓, 27.3s)
[ 22.8% |  7283/~31960 | ✓8232 | ✗  27] ✓ tests\gateway\test_delegation_session_id_leak.py (7✓, 15.3s)
[ 22.8% |  7286/~31960 | ✓8235 | ✗  27] ✓ tests\gateway\test_dedupe_user_turns.py (3✓, 18.0s)
[ 22.8% |  7287/~31960 | ✓8236 | ✗  27] ✓ tests\gateway\test_delivery_ledger_fd_leak.py (1✓, 16.7s)
[ 22.8% |  7300/~31960 | ✓8249 | ✗  27] ✓ tests\gateway\test_delivery.py (13✓, 18.2s)
[ 22.9% |  7305/~31960 | ✓8254 | ✗  27] ✓ tests\gateway\test_delivery_ledger_producer.py (5✓, 17.8s)
[ 22.9% |  7310/~31960 | ✓8273 | ✗  27] ✓ tests\gateway\test_delivery_silence_filter.py (19✓, 18.4s)
[ 22.9% |  7312/~31960 | ✓8275 | ✗  27] ✓ tests\gateway\test_destructive_slash_confirm.py (2✓, 17.9s)
[ 22.9% |  7317/~31960 | ✓8280 | ✗  27] ✓ tests\gateway\test_destructive_slash_always_persist_report.py (5✓, 18.7s)
[ 22.9% |  7319/~31960 | ✓8282 | ✗  27] ✓ tests\gateway\test_discord_allowed_mentions.py (2✓, 16.2s)
[ 22.9% |  7324/~31960 | ✓8287 | ✗  27] ✓ tests\gateway\test_discord_allowed_channels.py (5✓, 16.2s)
[ 22.9% |  7326/~31960 | ✓8289 | ✗  27] ✓ tests\gateway\test_discord_approval_mentions.py (2✓, 15.8s)
[ 23.0% |  7342/~31960 | ✓8306 | ✗  27] ✓ tests\gateway\test_delivery_ledger.py (17✓, 22.0s)
[ 23.0% |  7347/~31960 | ✓8311 | ✗  27] ✓ tests\gateway\test_discord_attachment_download.py (5✓, 16.4s)
[ 23.0% |  7352/~31960 | ✓8316 | ✗  27] ✓ tests\gateway\test_discord_bot_filter.py (5✓, 15.4s)
[ 23.0% |  7356/~31960 | ✓8320 | ✗  27] ✓ tests\gateway\test_discord_bot_auth_bypass.py (4✓, 16.6s)
[ 23.0% |  7358/~31960 | ✓8322 | ✗  27] ✓ tests\gateway\test_discord_channel_skills.py (2✓, 14.5s)
[ 23.1% |  7389/~31960 | ✓8353 | ✗  27] ✓ tests\gateway\test_dingtalk.py (31✓, 20.2s)
[ 23.1% |  7392/~31960 | ✓8356 | ✗  27] ✓ tests\gateway\test_diff_command.py (3✓, 22.3s)
[ 23.2% |  7425/~31960 | ✓8389 | ✗  27] ✓ tests\gateway\test_agent_cache.py (33✓, 92.0s)
[ 23.3% |  7432/~31960 | ✓8396 | ✗  27] ✓ tests\gateway\test_discord_clarify_buttons.py (7✓, 15.9s)
[ 23.3% |  7436/~31960 | ✓8400 | ✗  27] ✓ tests\gateway\test_discord_channel_prompts.py (4✓, 16.6s)
[ 23.3% |  7442/~31960 | ✓8406 | ✗  27] ✓ tests\gateway\test_discord_channel_controls.py (6✓, 19.9s)
[ 23.3% |  7443/~31960 | ✓8407 | ✗  27] ✓ tests\gateway\test_compression_concurrent_sessions.py (1✓, 46.4s)
[ 23.3% |  7456/~31960 | ✓8424 | ✗  27] ✓ tests\gateway\test_discord_component_auth.py (17✓, 16.7s)
[ 23.4% |  7464/~31960 | ✓8432 | ✗  27] ✓ tests\gateway\test_discord_document_handling.py (8✓, 15.7s)
[ 23.4% |  7472/~31960 | ✓8440 | ✗  27] ✓ tests\gateway\test_discord_edit_message_overflow.py (8✓, 15.1s)
[ 23.4% |  7477/~31960 | ✓8445 | ✗  27] ✓ tests\gateway\test_discord_double_dispatch.py (5✓, 15.5s)
[ 23.4% |  7489/~31960 | ✓8458 | ✗  27] ✓ tests\gateway\test_discord_connect.py (13✓, 19.1s)
[ 23.4% |  7490/~31960 | ✓8459 | ✗  27] ✓ tests\gateway\test_discord_fail_closed_feedback.py (1✓, 14.6s)
[ 23.4% |  7491/~31960 | ✓8460 | ✗  27] ✓ tests\gateway\test_discord_exec_approval_content.py (1✓, 15.6s)
[ 23.5% |  7498/~31960 | ✓8467 | ✗  27] ✓ tests\gateway\test_discord_format.py (7✓, 15.2s)
[ 23.5% |  7499/~31960 | ✓8468 | ✗  27] ✓ tests\gateway\test_discord_imports.py (1✓, 15.7s)
[ 23.5% |  7500/~31960 | ✓8469 | ✗  27] ✓ tests\gateway\test_discord_lazy_install_views.py (1✓, 15.2s)
[ 23.5% |  7521/~31960 | ✓8490 | ✗  27] ✓ tests\gateway\test_discord_free_response.py (21✓, 17.2s)
[ 23.5% |  7522/~31960 | ✓8491 | ✗  27] ✓ tests\gateway\test_discord_model_picker.py (1✓, 16.7s)
[ 23.5% |  7523/~31960 | ✓8492 | ✗  27] ✓ tests\gateway\test_discord_opus.py (1✓, 16.0s)
[ 23.5% |  7524/~31960 | ✓8493 | ✗  27] ✓ tests\gateway\test_discord_media_metadata.py (1✓, 17.1s)
[ 23.5% |  7525/~31960 | ✓8494 | ✗  27] ✓ tests\gateway\test_discord_pending_text_batch_shutdown.py (1✓, 15.6s)
[ 23.6% |  7540/~31960 | ✓8509 | ✗  27] ✓ tests\gateway\test_discord_missed_message_backfill.py (15✓, 18.3s)
[ 23.6% |  7545/~31960 | ✓8516 | ✗  27] ✓ tests\gateway\test_discord_liveness.py (7✓, 20.0s)
[ 23.6% |  7547/~31960 | ✓8518 | ✗  27] ✓ tests\gateway\test_discord_plugin_setup.py (2✓, 16.2s)
[ 23.7% |  7564/~31960 | ✓8535 | ✗  27] ✓ tests\gateway\test_discord_platform_events.py (17✓, 17.0s)
[ 23.7% |  7566/~31960 | ✓8537 | ✗  27] ✓ tests\gateway\test_discord_prompt_content_siblings.py (2✓, 16.1s)
[ 23.7% |  7571/~31960 | ✓8542 | ✗  27] ✓ tests\gateway\test_discord_prompt_timeout_config.py (5✓, 16.4s)
[ 23.7% |  7572/~31960 | ✓8543 | ✗  27] ✓ tests\gateway\test_discord_race_polish.py (1✓, 16.0s)
[ 23.7% |  7581/~31960 | ✓8552 | ✗  27] ✓ tests\gateway\test_cron_interrupt_notification.py (9✓, 46.3s)
[ 23.7% |  7583/~31960 | ✓8554 | ✗  27] ✓ tests\gateway\test_discord_reactions.py (2✓, 15.9s)
[ 23.7% |  7588/~31960 | ✓8559 | ✗  27] ✓ tests\gateway\test_discord_roles_dm_scope.py (5✓, 15.6s)
[ 23.8% |  7593/~31960 | ✓8564 | ✗  27] ✓ tests\gateway\test_discord_split_cap.py (5✓, 15.6s)
[ 23.8% |  7604/~31960 | ✓8575 | ✗  27] ✓ tests\gateway\test_discord_send.py (11✓, 17.0s)
[ 23.8% |  7607/~31960 | ✓8578 | ✗  27] ✓ tests\gateway\test_discord_system_messages.py (3✓, 15.2s)
[ 23.8% |  7608/~31960 | ✓8579 | ✗  27] ✓ tests\gateway\test_discord_sync_limit.py (1✓, 15.7s)
[ 23.8% |  7622/~31960 | ✓8594 | ✗  27] ✓ tests\gateway\test_discord_slash_auth.py (15✓, 17.8s)
[ 23.9% |  7625/~31960 | ✓8597 | ✗  27] ✓ tests\gateway\test_discord_thread_persistence.py (3✓, 15.1s)
[ 23.9% |  7626/~31960 | ✓8598 | ✗  27] ✓ tests\gateway\test_discord_thread_slash_expired_defer.py (1✓, 15.8s)
[ 23.9% |  7635/~31960 | ✓8607 | ✗  27] ✓ tests\gateway\test_discord_voice_mixer.py (9✓, 16.3s)
[ 23.9% |  7649/~31960 | ✓8621 | ✗  27] ✓ tests\gateway\test_disk_status.py (14✓, 15.2s)
[ 24.0% |  7662/~31960 | ✓8634 | ✗  27] ✓ tests\gateway\test_discord_slash_commands.py (13✓, 21.2s)
[ 24.0% |  7671/~31960 | ✓8643 | ✗  27] ✓ tests\gateway\test_document_cache.py (9✓, 14.6s)
[ 24.1% |  7691/~31960 | ✓8663 | ✗  27] ✓ tests\gateway\test_display_config.py (20✓, 15.8s)
[ 24.1% |  7705/~31960 | ✓8677 | ✗  27] ✓ tests\gateway\test_dm_topics.py (14✓, 15.9s)
[ 24.1% |  7718/~31960 | ✓8690 | ✗  27] ✓ tests\gateway\test_discord_reply_mode.py (13✓, 25.4s)
[ 24.2% |  7727/~31960 | ✓8699 | ✗  27] ✓ tests\gateway\test_duplicate_reply_suppression.py (9✓, 15.3s)
[ 24.2% |  7730/~31960 | ✓8702 | ✗  27] ✓ tests\gateway\test_email_robustness.py (3✓, 15.3s)
[ 24.2% |  7743/~31960 | ✓8715 | ✗  27] ✓ tests\gateway\test_email_charset_fallback.py (13✓, 16.3s)
[ 24.2% |  7745/~31960 | ✓8722 | ✗  27] ✓ tests\gateway\test_document_context_note.py (7✓, 16.7s)
[ 24.2% |  7747/~31960 | ✓8724 | ✗  27] ✓ tests\gateway\test_env_flag_truthy.py (2✓, 15.8s)
[ 24.3% |  7754/~31960 | ✓8731 | ✗  27] ✓ tests\gateway\test_email_secret_scope.py (7✓, 16.7s)
[ 24.3% |  7756/~31960 | ✓8733 | ✗  27] ✓ tests\gateway\test_escape_reasoning_fences.py (2✓, 15.9s)
[ 24.3% |  7761/~31960 | ✓8738 | ✗  27] ✓ tests\gateway\test_ephemeral_reply.py (5✓, 16.4s)
[ 24.3% |  7762/~31960 | ✓8739 | ✗  27] ✓ tests\gateway\test_fallback_eviction.py (1✓, 15.7s)
[ 24.3% |  7766/~31960 | ✓8743 | ✗  27] ✓ tests\gateway\test_fallback_chain_reload.py (4✓, 17.2s)
[ 24.3% |  7769/~31960 | ✓8746 | ✗  27] ✓ tests\gateway\test_empty_model_recovery.py (3✓, 19.3s)
[ 24.3% |  7772/~31960 | ✓8749 | ✗  27] ✓ tests\gateway\test_fast_command.py (3✓, 16.5s)
[ 24.4% |  7811/~31960 | ✓8788 | ✗  27] ✓ tests\gateway\test_email.py (39✓, 22.7s)
[ 24.5% |  7829/~31960 | ✓8806 | ✗  27] ✓ tests\gateway\test_external_drain_control.py (18✓, 20.6s)
[ 24.5% |  7831/~31960 | ✓8808 | ✗  27] ✓ tests\gateway\test_feishu_channel_prompts.py (2✓, 16.6s)
[ 24.5% |  7833/~31960 | ✓8810 | ✗  27] ✓ tests\gateway\test_feishu_bot_auth_bypass.py (2✓, 16.8s)
[ 24.5% |  7846/~31960 | ✓8823 | ✗  27] ✓ tests\gateway\test_feishu_approval_buttons.py (13✓, 17.9s)
[ 24.6% |  7855/~31960 | ✓8837 | ✗  27] ✓ tests\gateway\test_feishu_bot_admission.py (14✓, 17.9s)
[ 24.6% |  7863/~31960 | ✓8845 | ✗  27] ✓ tests\gateway\test_feishu_comment.py (8✓, 17.4s)
[ 24.6% |  7865/~31960 | ✓8847 | ✗  27] ✓ tests\gateway\test_feishu_lazy_import.py (2✓, 16.0s)
[ 24.6% |  7875/~31960 | ✓8857 | ✗  27] ✓ tests\gateway\test_feishu_comment_rules.py (10✓, 16.5s)
[ 24.7% |  7879/~31960 | ✓8861 | ✗  27] ✓ tests\gateway\test_feishu_meeting_invite.py (4✓, 16.8s)
[ 24.7% |  7880/~31960 | ✓8862 | ✗  27] ✓ tests\gateway\test_feishu_table_markdown.py (1✓, 15.8s)
[ 24.7% |  7882/~31960 | ✓8864 | ✗  27] ✓ tests\gateway\test_feishu_sdk_executor.py (2✓, 16.5s)
[ 24.7% |  7893/~31960 | ✓8875 | ✗  27] ✓ tests\gateway\test_feishu_onboard.py (11✓, 17.2s)
[ 24.7% |  7894/~31960 | ✓8876 | ✗  27] ✓ tests\gateway\test_feishu_voice_message_type.py (1✓, 16.2s)
[ 24.7% |  7904/~31960 | ✓8918 | ✗  27] ✓ tests\gateway\test_fence_chunker.py (42✓, 16.8s)
[ 24.9% |  7954/~31960 | ✓8967 | ✗  27] ✓ tests\cli\test_worktree.py (49✓ 1s, 224.6s)
[ 24.9% |  7955/~31960 | ✓8968 | ✗  27] ✓ tests\gateway\test_footer_command_mid_run.py (1✓, 17.0s)
[ 24.9% |  7956/~31960 | ✓8969 | ✗  27] ✓ tests\gateway\test_first_turn_session_meta_rebaseline.py (1✓, 17.2s)
[ 24.9% |  7960/~31960 | ✓8973 | ✗  27] ✓ tests\gateway\test_finalize_session_off_loop.py (4✓, 19.2s)
[ 24.9% |  7962/~31960 | ✓8975 | ✗  27] ✓ tests\gateway\test_gateway_command_help.py (2✓, 17.5s)
[ 24.9% |  7963/~31960 | ✓8992 | ✗  27] ✓ tests\gateway\test_gateway_command_line_matcher.py (17✓, 17.6s)
[ 24.9% |  7967/~31960 | ✓8996 | ✗  27] ✓ tests\gateway\test_fresh_reset_skill_injection.py (4✓, 19.2s)
[ 25.0% |  7984/~31960 | ✓9015 | ✗  28] ✗ tests\gateway\test_extract_local_files.py (19✓ 1✗, 34.5s)

  ╔╍ Failed: tests\gateway\test_extract_local_files.py ╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍
  ║ ============================= test session starts =============================
  ║ platform win32 -- Python 3.11.9, pytest-9.1.1, pluggy-1.6.0
  ║ rootdir: C:\Users\given\hermes-audit\hermes-agent
  ║ configfile: pyproject.toml
  ║ plugins: anyio-4.12.1, asyncio-1.3.0
  ║ asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
  ║ collected 20 items
  ║ 
  ║ tests\gateway\test_extract_local_files.py .F..................           [100%]
  ║ 
  ║ ================================== FAILURES ===================================
  ║ __________________ TestBasicDetection.test_tilde_path_image ___________________
  ║ 
  ║ self = <tests.gateway.test_extract_local_files.TestBasicDetection object at 0x00000294ADEDFA10>
  ║ 
  ║     def test_tilde_path_image(self):
  ║         paths, cleaned = _extract("Check out ~/photos/cat.jpg for the cat")
  ║ >       assert paths == ["/home/user/photos/cat.jpg"]
  ║ E       AssertionError: assert ['C:\\Users\\...tos\\cat.jpg'] == ['/home/user/photos/cat.jpg']
  ║ E         
  ║ E         At index 0 diff: 'C:\\Users\\given\\photos\\cat.jpg' != '/home/user/photos/cat.jpg'
  ║ E         Use -v to get more diff
  ║ 
  ║ tests\gateway\test_extract_local_files.py:59: AssertionError
  ║ =========================== short test summary info ===========================
  ║ FAILED tests/gateway/test_extract_local_files.py::TestBasicDetection::test_tilde_path_image
  ║ ======================== 1 failed, 19 passed in 12.53s ========================
  ║
  ║  Repro: python -m pytest tests\gateway\test_extract_local_files.py
  ╚╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍╍

[ 25.0% |  7987/~31960 | ✓9018 | ✗  28] ✓ tests\gateway\test_gateway_process_exit.py (3✓, 16.8s)
[ 25.0% |  7989/~31960 | ✓9020 | ✗  28] ✓ tests\gateway\test_gateway_inactivity_timeout.py (2✓, 21.0s)
[ 25.0% |  7990/~31960 | ✓9022 | ✗  28] ✓ tests\gateway\test_gateway_command_dispatch_minimal.py (2✓, 22.2s)
[ 25.1% |  8022/~31960 | ✓9056 | ✗  28] ✓ tests\gateway\test_gateway_platform_event_hook.py (34✓, 20.6s)
[ 25.1% |  8024/~31960 | ✓9058 | ✗  28] ✓ tests\gateway\test_google_chat_oauth_dependencies.py (2✓, 15.5s)
[ 25.1% |  8025/~31960 | ✓9059 | ✗  28] ✓ tests\gateway\test_goal_status_notice.py (1✓, 16.5s)
[ 25.1% |  8026/~31960 | ✓9060 | ✗  28] ✓ tests\gateway\test_gateway_utf8_encoding.py (1✓, 18.8s)
[ 25.3% |  8082/~31960 | ✓9116 | ✗  28] ✓ tests\gateway\test_config.py (56✓, 96.1s)
[ 25.3% |  8084/~31960 | ✓9118 | ✗  28] ✓ tests\gateway\test_goal_continuation_drain.py (2✓, 19.2s)
[ 25.3% |  8087/~31960 | ✓9121 | ✗  28] ✓ tests\gateway\test_handoff_thread_session_key.py (3✓, 15.6s)
[ 25.3% |  8094/~31960 | ✓9128 | ✗  28] ✓ tests\gateway\test_gateway_silence_tokens.py (7✓, 21.8s)
[ 25.4% |  8103/~31960 | ✓9137 | ✗  28] ✓ tests\gateway\test_gateway_shutdown.py (9✓, 22.0s)
[ 25.4% |  8104/~31960 | ✓9138 | ✗  28] ✓ tests\gateway\test_handoff_watcher_async_db.py (1✓, 16.3s)
[ 25.4% |  8106/~31960 | ✓9140 | ✗  28] ✓ tests\gateway\test_goal_max_turns_config.py (2✓, 20.5s)
[ 25.4% |  8109/~31960 | ✓9143 | ✗  28] ✓ tests\gateway\test_history_media_current_turn.py (3✓, 16.3s)
[ 25.4% |  8111/~31960 | ✓9145 | ✗  28] ✓ tests\gateway\test_home_target_env_var.py (2✓, 16.3s)
[ 25.4% |  8113/~31960 | ✓9147 | ✗  28] ✓ tests\gateway\test_goal_verdict_send.py (2✓, 19.4s)
[ 25.4% |  8120/~31960 | ✓9154 | ✗  28] ✓ tests\gateway\test_hooks.py (7✓, 14.7s)
[ 25.4% |  8124/~31960 | ✓9158 | ✗  28] ✓ tests\gateway\test_goal_resume_restart.py (4✓, 21.6s)
[ 25.4% |  8126/~31960 | ✓9160 | ✗  28] ✓ tests\gateway\test_image_input_routing_runtime.py (2✓, 15.0s)
[ 25.5% |  8143/~31960 | ✓9177 | ✗  28] ✓ tests\gateway\test_homeassistant.py (17✓, 19.9s)
[ 25.5% |  8144/~31960 | ✓9186 | ✗  28] ✓ tests\gateway\test_insights_unicode_flags.py (9✓, 14.4s)
[ 25.6% |  8174/~31960 | ✓9216 | ✗  28] ✓ tests\gateway\test_hygiene_failure_cooldown_ladder.py (30✓, 17.9s)
[ 25.6% |  8181/~31960 | ✓9223 | ✗  28] ✓ tests\gateway\test_interactive_prompt_base.py (7✓, 15.0s)
[ 25.6% |  8182/~31960 | ✓9224 | ✗  28] ✓ tests\gateway\test_internal_event_never_interrupts_busy_session.py (1✓, 15.6s)
[ 25.6% |  8184/~31960 | ✓9226 | ✗  28] ✓ tests\gateway\test_interrupt_key_match.py (2✓, 15.3s)
[ 25.6% |  8185/~31960 | ✓9227 | ✗  28] ✓ tests\gateway\test_incomplete_gateway_turns.py (1✓, 20.1s)
[ 25.8% |  8249/~31960 | ✓9294 | ✗  28] ✓ tests\gateway\test_google_chat.py (67✓, 28.0s)
[ 25.8% |  8252/~31960 | ✓9297 | ✗  28] ✓ tests\gateway\test_internal_event_bypass_pairing.py (3✓, 19.4s)
[ 25.8% |  8254/~31960 | ✓9299 | ✗  28] ✓ tests\gateway\test_kanban_auto_decompose_live.py (2✓, 15.6s)
[ 25.9% |  8271/~31960 | ✓9316 | ✗  28] ✓ tests\gateway\test_irc_adapter.py (17✓, 16.2s)
[ 25.9% |  8277/~31960 | ✓9322 | ✗  28] ✓ tests\gateway\test_internal_notification_marker_82888.py (6✓, 19.6s)
[ 25.9% |  8278/~31960 | ✓9323 | ✗  28] ✓ tests\gateway\test_kanban_notifier_watcher_dispatch_gate.py (1✓, 16.7s)
[ 25.9% |  8279/~31960 | ✓9324 | ✗  28] ✓ tests\gateway\test_kanban_watchers_mixin.py (1✓, 15.8s)
[ 25.9% |  8280/~31960 | ✓9325 | ✗  28] ✓ tests\gateway\test_kanban_notifier_zero_sub_gate.py (1✓, 18.0s)
[ 25.9% |  8289/~31960 | ✓9333 | ✗  28] ✓ tests\gateway\test_lifecycle_ledger.py (8✓ 1s, 17.4s)
[ 25.9% |  8290/~31960 | ✓9334 | ✗  28] ✓ tests\gateway\test_load_transcript_db_only.py (1✓, 18.0s)
[ 26.0% |  8296/~31960 | ✓9340 | ✗  28] ✓ tests\gateway\test_local_model_connection_reply.py (6✓, 17.8s)
